X,Y,OBJECTID,Owner,Path,Source,Type,HIFLD_ID,Name,Max_Voltage,ZIP_CODE,STATE,COUNTY,CITY,Lon,Lat,CAISO_Name
-13119237.99,3997531.649,945,SCE,,CEC,SUBSTATION,305881,La Veta,66,92705,CA,Orange County,Santa Ana,-117.85212,33.76679901,
-13128536.73,3979944.51,946,SCE,,CEC,SUBSTATION,308937,Lafayette,66,92627,CA,Orange County,Costa Mesa,-117.935652,33.63536199,
-13118694.35,4018443.172,947,SCE,,CEC,SUBSTATION,305086,Lambert,66,92823,CA,Orange County,Unincorporated,-117.8472364,33.92281875,
-13124467.84,3999061.001,948,SCE,,CEC,SUBSTATION,306372,Lampson,66,92840,CA,Orange County,Garden Grove,-117.8991005,33.77821908,
-13124466.31,4003219.419,949,Other,,CEC,SUBSTATION,305848,Lewis,,92805,CA,Orange County,Anaheim,-117.8990868,33.80926336,Lewis
-13101031.34,3981930.086,950,SCE,,CEC,SUBSTATION,308985,Limestone,66,92630,CA,Orange County,Lake Forest,-117.6885669,33.6502112,
-13120788.5,3980391.668,951,SCE,,CEC,SUBSTATION,306139,Macarthur,66,92660,CA,Orange County,Newport Beach,-117.8660485,33.6387063,
-13138726.23,4004350.142,952,SCE,,CEC,SUBSTATION,304620,Marion,66,90630,CA,Orange County,Cypress,-118.0271859,33.81770272,
-13113735.02,4000404.495,953,SCE,,CEC,SUBSTATION,307746,Modena,66,92869,CA,Orange County,Orange,-117.802686,33.78825004,
-13111085.39,3968788.676,954,SCE,,CEC,SUBSTATION,309871,Morro,66,92651,CA,Orange County,Unincorporated,-117.778884,33.55188499,
-13102032.16,3976437.223,955,SCE,,CEC,SUBSTATION,306888,Moulton,66,92630,CA,Orange County,Lake Forest,-117.6975574,33.60912633,
-13130704.68,4018747.2,956,Other,,CEC,SUBSTATION,300033,Coyote Creek,66,90631,CA,Orange County,La Habra,-117.9551271,33.92508498,
-13115671.09,4016794.173,957,Other,,CEC,SUBSTATION,303588,Yorba Linda,,92886,CA,Orange County,Unincorporated,-117.820078,33.91052601,
-13103955.27,3970380.332,958,SCE,,CEC,SUBSTATION,306799,Niguel,66,92677,CA,Orange County,Laguna Niguel,-117.714833,33.5638,
-13145616.14,3996234.915,959,SCE,,CEC,SUBSTATION,305496,Norseal,66,90740,CA,Orange County,Seal Beach,-118.0890789,33.75711477,
-13126776.88,4018174.683,960,SCE,,CEC,SUBSTATION,309278,Norweld,66,92821,CA,Orange County,Brea,-117.9198431,33.92081737,
-13134311.21,3990781.306,961,SCE,,CEC,SUBSTATION,301226,Oceanview,66,92647,CA,Orange County,Huntington Beach,-117.987525,33.71637428,
-13120277.04,4000704.526,962,SCE,,CEC,SUBSTATION,307219,Orange,66,92868,CA,Orange County,Orange,-117.861454,33.79049001,
-13129581.3,3987202.813,963,SCE,,CEC,SUBSTATION,309678,Kiwi,66,92708,CA,Orange County,Fountain Valley,-117.9450355,33.68963109,
-13130753,3981099.137,964,SCE,,CEC,SUBSTATION,306580,Orcogen,66,92646,CA,Orange County,Huntington Beach,-117.9555611,33.64399723,
-13123759.35,4010144.548,965,SCE,,CEC,SUBSTATION,300919,Paper,66,92831,CA,Orange County,Fullerton,-117.8927361,33.86093727,
-13131660.08,4017458.658,966,SCE,,CEC,SUBSTATION,306574,Parkwood,,90631,CA,Orange County,La Habra,-117.9637095,33.91547973,
-13122189.42,4011573.666,967,SCE,,CEC,SUBSTATION,300148,Placentia,66,92870,CA,Orange County,Placentia,-117.8786331,33.87159716,
-13138063.55,3985055.88,968,SCE,,CEC,SUBSTATION,302237,Recovery ,66,92648,CA,Orange County,Huntington Beach,-118.0212329,33.67358241,
-13109876.02,3983895.215,969,SCE,43,CEC,SUBSTATION,308912,Santiago,230,92618,CA,Orange County,Irvine,-117.76802,33.66490499,Santiago
-13112288.85,4005845.833,970,SCE,43,CEC,SUBSTATION,301664,Serrano,500,92867,CA,Orange County,Orange,-117.7896948,33.8288648,Serrano
-13137045.3,3998256.102,971,SCE,,CEC,SUBSTATION,306964,Shawnee,66,92683,CA,Orange County,Westminster,-118.0120858,33.77220888,
-13137612.94,3987557.478,972,SCE,,CEC,SUBSTATION,303255,Slater,66,92648,CA,Orange County,Huntington Beach,-118.017185,33.69228199,
-13118895.04,3986965.226,973,SCE,,CEC,SUBSTATION,308628,Smithtool,,92614,CA,Orange County,Irvine,-117.8490392,33.68785524,
-13124782.88,3994586.834,976,SCE,,CEC,SUBSTATION,301880,Sullivan,66,92704,CA,Orange County,Santa Ana,-117.9019307,33.74480503,
-13130955.14,4013088.423,977,SCE,,CEC,SUBSTATION,308531,Sunnyhills,66,92833,CA,Orange County,Fullerton,-117.9573769,33.8828944,
-13126842,3990534.486,978,SCE,,CEC,SUBSTATION,310148,Talbert,66,92704,CA,Orange County,Santa Ana,-117.920428,33.71452999,
-13135690.22,3994610.154,979,SCE,,CEC,SUBSTATION,304150,Team,,92683,CA,Orange County,Westminster,-117.9999129,33.74497923,
-13133424.88,3997446.484,980,SCE,,CEC,SUBSTATION,300538,Trask,66,92844,CA,Orange County,Garden Grove,-117.979563,33.76616302,
-13127738.23,3997358.77,981,SCE,,CEC,SUBSTATION,302060,Vera,66,92843,CA,Orange County,Garden Grove,-117.928479,33.76550798,
-13117265.15,4004052.542,982,SCE,,CEC,SUBSTATION,307495,Villa Park,,92865,CA,Orange County,Orange,-117.8343977,33.8154816,Villa Park
-13120047.16,3996092.339,983,SCE,,CEC,SUBSTATION,309192,Washington,66,92701,CA,Orange County,Santa Ana,-117.8593889,33.75604993,
-13135413.71,3983986.43,984,SCE,,CEC,SUBSTATION,310271,Wave,66,92648,CA,Orange County,Huntington Beach,-117.997429,33.66558697,
-13112116.66,4013896.566,985,SCE,,CEC,SUBSTATION,300843,Yorba Linda,,92886,CA,Orange County,Yorba Linda,-117.788148,33.88892101,
-13098467.33,3963540.908,986,SDG&E,,CEC,SUBSTATION,309660,Capistrano,138,92675,CA,Orange County,San Juan Capistrano,-117.665534,33.51258901,Capistrano
-13087888.14,3956967.491,987,SDG&E,,CEC,SUBSTATION,306324,Cristianitos,,92675,CA,Orange County,Unincorporated,-117.5704995,33.4633412,
-13102635.35,3961185.422,988,SDG&E,,CEC,SUBSTATION,309211,Laguna Niguel,138,92677,CA,Orange County,Laguna Niguel,-117.702976,33.49494501,
-13090127.04,3949779.961,989,SDG&E,,CEC,SUBSTATION,306687,San Mateo,,92672,CA,Orange County,San Clemente,-117.5906119,33.40946044,
-13099356.31,3970261.68,990,SDG&E,,CEC,SUBSTATION,301858,Trabuco,138,92677,CA,Orange County,Laguna Niguel,-117.6735199,33.56291183,Trabuco
-13361284.84,4756533.319,991,Other,,CEC,SUBSTATION,301909,Brockway,60,96143,CA,Placer County,Unincorporated,-120.0264639,39.24295872,
-13370877.12,4761959.001,992,Other,,CEC,SUBSTATION,308283,Northstar,,96161,CA,Placer County,Unincorporated,-120.1126328,39.28069605,
-13380731.21,4751154.829,993,Other,,CEC,SUBSTATION,303481,Squaw Valley,60,96146,CA,Placer County,Unincorporated,-120.2011536,39.20552959,
-13374421.01,4745503.029,994,Other,,CEC,SUBSTATION,309357,Tahoe City,60,96145,CA,Placer County,Unincorporated,-120.1444681,39.16617697,
-13382969.74,4770112.344,996,Other,,CEC,SUBSTATION,306942,Truckee Donner,,96161,CA,Nevada County,Truckee,-120.2212626,39.3373669,
-13377227.67,4768992.777,997,Other,,CEC,SUBSTATION,308926,Martis Valley,60,96161,CA,Nevada County,Truckee,-120.1696808,39.32958792,
-13499050.32,4687869.589,998,PG&E,,CEC,SUBSTATION,300087,Atlantic,,95678,CA,Placer County,Roseville,-121.2640323,38.7636276,
-13477431.44,4707857.206,999,PG&E,,CEC,SUBSTATION,303630,Auburn,,95603,CA,Placer County,Auburn,-121.0698265,38.90349314,
-13479863.22,4714053.945,1000,PG&E,,CEC,SUBSTATION,307708,Bell,115,95602,CA,Placer County,Unincorporated,-121.0916716,38.94679968,
-13448428.92,4752473.463,1001,PG&E,,CEC,SUBSTATION,309057,Bonnie Nook,60,95701,CA,Placer County,Unincorporated,-120.8092925,39.21470787,
-13463368.68,4738867.346,1002,Other,,CEC,SUBSTATION,307759,Cape Horn,,95713,CA,Placer County,Unincorporated,-120.9434986,39.11994562,
-13419380.07,4766120.653,1003,PG&E,24,CEC,SUBSTATION,307047,Cisco Grove,60,95724,CA,Placer County,Unincorporated,-120.5483422,39.30962787,
-13494294.79,4692894.456,1004,PG&E,,CEC,SUBSTATION,304243,Del Mar,60,95677,CA,Placer County,Rocklin,-121.2213126,38.79881552,
-13450761.37,4724436.748,1005,PG&E,PCWA,CEC,SUBSTATION,301706,Foresthill,60,95631,CA,Placer County,Unincorporated,-120.8302452,39.01930167,
-13474359.45,4715503.823,1006,PG&E,,CEC,SUBSTATION,300287,Halsey,60,95602,CA,Placer County,Unincorporated,-121.0422303,38.95692848,
-13487652.35,4685112.938,1007,PG&E,,CEC,SUBSTATION,301776,Horseshoe,115,95746,CA,Placer County,Unincorporated,-121.1616425,38.74431607,
-13502396.78,4707432.39,1008,PG&E,,CEC,SUBSTATION,305614,Lincoln,,95648,CA,Placer County,Lincoln,-121.294094,38.9005233,
-13488199.81,4699422.534,1009,PG&E,,CEC,SUBSTATION,307336,Penryn,60,95663,CA,Placer County,Unincorporated,-121.1665604,38.84450412,
-13479438.75,4707537.084,1010,PG&E,,CEC,SUBSTATION,308556,Placer,115,95603,CA,Placer County,Unincorporated,-121.0878585,38.90125522,
-13503782.35,4696219.496,1011,PG&E,,CEC,SUBSTATION,306894,Pleasant Grove,,95765,CA,Placer County,Unincorporated,-121.3065408,38.82209041,Pleasant Grove
-13495450.22,4691344.52,1012,PG&E,,CEC,SUBSTATION,307663,Rocklin,60,95677,CA,Placer County,Rocklin,-121.231692,38.78796355,
-13464420.28,4738207.178,1013,PG&E,,CEC,SUBSTATION,309310,Shady Glen,60,95713,CA,Placer County,Unincorporated,-120.9529453,39.11534451,
-13400512.25,4767510.169,1014,PG&E,24,CEC,SUBSTATION,309893,Summit,,95728,CA,Nevada County,Unincorporated,-120.3788497,39.31928513,Summit
-13413655.85,4766732.419,1016,PG&E,24,CEC,SUBSTATION,302965,Tamarack,,95724,CA,Placer County,Unincorporated,-120.4969207,39.31387986,
-13497063.51,4690227.98,1017,Other,,CEC,SUBSTATION,310328,Taylor ,60,95677,CA,Placer County,Rocklin,-121.2461844,38.78014499,
-13468320.73,4726824.215,1018,PG&E,PCWA,CEC,SUBSTATION,309249,Weimar,60,95703,CA,Placer County,Unincorporated,-120.9879836,39.03596259,
-13491224.76,4678988.209,1019,SMUD,,CEC,SUBSTATION,307082,Santa Juanita-Canyon Fall,,95630,CA,Sacramento County,Folsom,-121.193734,38.701391,
-13505731.33,4694544.646,1021,Other,,CEC,SUBSTATION,306410,Roseville,,95648,CA,Placer County,Unincorporated,-121.3240488,38.81036761,
-13400094.92,4839771.627,1022,Other,,CEC,SUBSTATION,308648,Beckworth,60,96129,CA,Plumas County,Unincorporated,-120.3751007,39.8196694,
-13376116.42,4836760.139,1023,Other,,CEC,SUBSTATION,305782,Chilcoot,60,96105,CA,Plumas County,Unincorporated,-120.1596983,39.79888809,
-13410062.09,4837483.532,1024,Other,,CEC,SUBSTATION,310246,Portola,60,96122,CA,Plumas County,Portola,-120.4646374,39.80388056,
-13479158,4890903.927,1025,PG&E,,CEC,SUBSTATION,308482,Big Meadows,60,95947,CA,Plumas County,Unincorporated,-121.0853365,40.1715573,
-13494930.21,4909987.788,1026,PG&E,,CEC,SUBSTATION,302315,Chester,60,96020,CA,Plumas County,Unincorporated,-121.2270207,40.30242579,
-13459717.8,4857018.386,1027,PG&E,,CEC,SUBSTATION,309002,East Quincy,60,95971,CA,Plumas County,Unincorporated,-120.9107022,39.93856266,
-13463890.37,4857120.558,1028,PG&E,,CEC,SUBSTATION,307322,Gansner,60,95971,CA,Plumas County,Unincorporated,-120.9481851,39.93926639,
-13476943.75,4869200.453,1029,PG&E,,CEC,SUBSTATION,308549,Grays Flat,60,95984,CA,Plumas County,Unincorporated,-121.0654455,40.02241742,
-13465553.3,4869862.561,1032,PG&E,,CEC,SUBSTATION,300386,Spanish Creek,60,95971,CA,Plumas County,Unincorporated,-120.9631234,40.02697206,
-12938921.38,3989840.912,1033,IID,,CEC,SUBSTATION,309521,Carreon,92,92201,CA,Riverside County,Indio,-116.2323083,33.70934723,
-12925908.29,3984953.678,1034,IID,42,CEC,SUBSTATION,305826,Coachella Valley,230,92236,CA,Riverside County,Coachella,-116.1154098,33.67281835,
-12956328.93,4003249.951,1035,IID,,CEC,SUBSTATION,303521,Edom,115,92276,CA,Riverside County,Unincorporated,-116.3886831,33.80949125,
-12881296.14,3983507.641,1036,IID,,CEC,SUBSTATION,308242,Chiriaco,,92239,CA,Riverside County,Unincorporated,-115.714652,33.66200719,
-12937246.13,3986535.653,1037,IID,,CEC,SUBSTATION,303137,Jackson,92,92201,CA,Riverside County,Indio,-116.2172594,33.68464428,
-12942563.83,3984811.611,1038,IID,,CEC,SUBSTATION,301978,Jefferson,92,92253,CA,Riverside County,La Quinta,-116.2650291,33.67175626,
-12956068.79,3988506.444,1039,SCE,,CEC,SUBSTATION,306237,Silver Spur,33,92260,CA,Riverside County,Palm Desert,-116.3863461,33.69937449,
-12922891.75,3973476.285,1040,IID,,CEC,SUBSTATION,304390,Mecca,92,92274,CA,Riverside County,Unincorporated,-116.0883118,33.58697132,
-12904337.02,3964962.568,1041,IID,,CEC,SUBSTATION,304849,North Shore,92,92254,CA,Riverside County,Unincorporated,-115.9216318,33.52323635,
-12952613.2,4013753.171,1043,IID,,CEC,SUBSTATION,303034,Sky Valley,92,92241,CA,Riverside County,Unincorporated,-116.3553041,33.88785169,
-12928225.33,3980394.445,1044,IID,,CEC,SUBSTATION,304437,Thermal,92,92274,CA,Riverside County,Unincorporated,-116.1362241,33.63872707,
-12935179.19,3991114.87,1045,IID,,CEC,SUBSTATION,301365,Van Buren,92,92201,CA,Riverside County,Indio,-116.1986917,33.71886668,
-12871494.73,3989219.872,1046,SCE,46,CEC,SUBSTATION,309638,Julian Hinds,230,92239,CA,Riverside County,Unincorporated,-115.6266044,33.70470622,
-13065577.26,4025864.363,1047,Other,,CEC,SUBSTATION,310521,Riverside,66,92507,CA,Riverside County,Riverside,-117.3700775,33.97811931,
-13048730.94,4015658.797,1048,SCE,,CEC,SUBSTATION,309063,Alessandro,115,92551,CA,Riverside County,Moreno Valley,-117.2187445,33.90206112,
-13039679.52,3974857.164,1049,SCE,,CEC,SUBSTATION,308958,Auld,115,92563,CA,Riverside County,Murrieta,-117.1374341,33.59730436,
-13080746.74,4030325.038,1050,SCE,,CEC,SUBSTATION,308700,Bain,66,92509,CA,Riverside County,Jurupa Valley,-117.5063472,34.01134168,
-13010219.66,4018377.682,1051,SCE,,CEC,SUBSTATION,308415,Banning,115,92220,CA,Riverside County,Banning,-116.8727917,33.92233057,
-13048016.03,4005859.11,1052,SCE,,CEC,SUBSTATION,309428,Bunker,115,92571,CA,Riverside County,Perris,-117.2123222,33.82896388,
-13060708.92,4009874.795,1053,SCE,,CEC,SUBSTATION,308201,Cajalco,115,92508,CA,Riverside County,Unincorporated,-117.3263444,33.858925,
-13084247.57,4008016.102,1054,SCE,,CEC,SUBSTATION,302883,Chase,66,92881,CA,Riverside County,Corona,-117.5377957,33.84505856,
-12950361.45,3996283.351,1055,SCE,,CEC,SUBSTATION,309493,Concho,115,92211,CA,Riverside County,Palm Desert,-116.3350763,33.75747652,
-13088042.67,4013290.343,1056,SCE,,CEC,SUBSTATION,304824,Corona,66,92880,CA,Riverside County,Corona,-117.5718877,33.88440023,
-13067541.71,4032741.931,1057,SCE,,CEC,SUBSTATION,306566,Crestmore,,92509,CA,Riverside County,Jurupa Valley,-117.3877244,34.02933687,
-13084414.52,4009407.408,1058,SCE,,CEC,SUBSTATION,301792,Databank,66,92881,CA,Riverside County,Corona,-117.5392955,33.85543836,
-13088958.87,4014367.071,1059,SCE,,CEC,SUBSTATION,308240,Delgen,66,92880,CA,Riverside County,Corona,-117.5801181,33.89242954,
-12977328.67,4020334.544,1060,SCE,"46, 42",CEC,SUBSTATION,307400,Devers,,92240,CA,Riverside County,Unincorporated,-116.5773269,33.93691612,Devers
-12968045.96,4003044.582,1061,SCE,,CEC,SUBSTATION,310391,Eisenhower,115,92264,CA,Riverside County,Palm Springs,-116.4939389,33.80795835,
-13060690.68,3985163.016,1062,SCE,,CEC,SUBSTATION,300432,Elsinore,115,92530,CA,Riverside County,Lake Elsinore,-117.3261806,33.67438334,
-12969286.24,4008163.509,1063,SCE,,CEC,SUBSTATION,302094,Farrell,115,92262,CA,Riverside County,Palm Springs,-116.5050806,33.84615835,
-13016448.75,4018966.952,1064,SCE,,CEC,SUBSTATION,305958,Foil,33,92220,CA,Riverside County,Banning,-116.9287486,33.92672299,
-12973566.79,4015581.305,1065,SCE,,CEC,SUBSTATION,301212,Garnet,115,92240,CA,Riverside County,Palm Springs,-116.5435333,33.90148334,
-13075302.8,4029477.348,1066,SCE,,CEC,SUBSTATION,301979,Glen Avon,66,92509,CA,Riverside County,Jurupa Valley,-117.4574435,34.00502923,
-12951649.98,3992533.405,1067,SCE,,CEC,SUBSTATION,307283,Indian Wells,,92211,CA,Riverside County,Indian Wells,-116.3466514,33.72946522,
-13077516.88,3996656.583,1068,SCE,,CEC,SUBSTATION,301276,Ivyglen,115,92883,CA,Riverside County,Unincorporated,-117.477333,33.76026398,
-13089870.15,4009717.384,1069,SCE,,CEC,SUBSTATION,306856,Jefferson,66,92882,CA,Riverside County,Corona,-117.5883042,33.85775076,
-12856142.95,4010174.548,1070,SCE,,CEC,SUBSTATION,306318,Kem,66,92239,CA,Riverside County,Unincorporated,-115.4886971,33.86116105,Kern
-13022984.29,4018871.826,1071,SCE,,CEC,SUBSTATION,307278,Maraschino,115,92223,CA,Riverside County,Beaumont,-116.9874583,33.92601393,
-13051465.97,4021709.925,1072,SCE,,CEC,SUBSTATION,302328,Maxwell,115,92557,CA,Riverside County,Moreno Valley,-117.2433136,33.94716607,
-13015478.88,3993460.18,1073,SCE,,CEC,SUBSTATION,303994,Mayberry,115,92544,CA,Riverside County,Unincorporated,-116.9200361,33.73638889,
-12954261.43,4004457.281,1074,SCE,,CEC,SUBSTATION,304250,Mirage,230,92276,CA,Riverside County,Unincorporated,-116.3701104,33.81850232,
-13040011.53,3962364.172,1075,SCE,,CEC,SUBSTATION,308303,Moraga,115,92592,CA,Riverside County,Temecula,-117.1404167,33.503775,
-13043583.66,4021693.606,1076,SCE,,CEC,SUBSTATION,308412,Moreno,115,92555,CA,Riverside County,Moreno Valley,-117.1725056,33.94704447,
-13023080.15,3998276.862,1077,SCE,,CEC,SUBSTATION,308568,Nelson,115,92543,CA,Riverside County,Hemet,-116.9883194,33.7723639,
-13047433.46,3986902.089,1078,SCE,,CEC,SUBSTATION,304417,Newcomb,115,92586,CA,Riverside County,Menifee,-117.2070889,33.68738331,
-13029229.32,3967698.383,1079,SCE,,CEC,SUBSTATION,310194,Pauba,115,92592,CA,Riverside County,Unincorporated,-117.0435584,33.54372221,
-13082569.35,4023287.857,1080,SCE,,CEC,SUBSTATION,302190,Pedley,66,92505,CA,Riverside County,Norco,-117.52272,33.95892401,
-12956708.38,3994990.024,1081,SCE,,CEC,SUBSTATION,307008,Santa Rosa,115,92270,CA,Riverside County,Rancho Mirage,-116.3920917,33.74781668,
-13056886.33,3979349.796,1082,SCE,,CEC,SUBSTATION,308797,Skylark,115,92595,CA,Riverside County,Wildomar,-117.2920056,33.63091389,
-13047002.09,3969580.656,1083,SCE,,CEC,SUBSTATION,305578,Stadler,115,92562,CA,Riverside County,Murrieta,-117.2032139,33.55781389,
-13025197.38,3993080.539,1084,SCE,,CEC,SUBSTATION,306278,Stetson,115,92545,CA,Riverside County,Hemet,-117.0073389,33.73355277,
-12963148.52,4000903.437,1085,SCE,,CEC,SUBSTATION,307152,Tamarisk,115,92234,CA,Riverside County,Cathedral City,-116.4499445,33.791975,
-13053298.76,4016558.938,1086,SCE,,CEC,SUBSTATION,305880,Tanker,115,92518,CA,Riverside County,Unincorporated,-117.2597778,33.90877226,
-12972287.85,4003808.253,1087,SCE,,CEC,SUBSTATION,301850,Thornhill,115,92264,CA,Riverside County,Palm Springs,-116.5320444,33.81365833,
-13041758.93,3993942.833,1088,SCE,,CEC,SUBSTATION,308877,Valley,500,92585,CA,Riverside County,Menifee,-117.1561138,33.73999442,Valley
-13030098.31,4030220.783,1089,SCE,,CEC,SUBSTATION,308450,Yucaipa,66,92399,CA,San Bernardino County,Yucaipa,-117.0513646,34.01056535,
-12766630.59,3977372.766,1090,SCE,,CEC,SUBSTATION,304554,Blythe-Bucks,,92225,CA,Riverside County,Blythe,-114.6845939,33.61612528,
-13487051.61,4668827.074,1091,SMUD,,CEC,SUBSTATION,303682,Alder Creek,60,95742,CA,Sacramento County,Unincorporated,-121.156246,38.63011999,
-13493258.06,4665321.026,1092,Other,,CEC,SUBSTATION,303935,Nimbus,115,95742,CA,Sacramento County,Unincorporated,-121.2119995,38.60551183,
-13502828.03,4660777.317,1093,Other,,CEC,SUBSTATION,303492,Mather,60,95670,CA,Sacramento County,Rancho Cordova,-121.297968,38.57360799,
-13515048.19,4657151.923,1094,PG&E,,CEC,SUBSTATION,304301,Brighton,115,95826,CA,Sacramento County,Sacramento,-121.4077435,38.54814198,
-13484882.14,4672727.687,1095,PG&E,,CEC,SUBSTATION,300336,Gold Hill,230,95630,CA,Sacramento County,Folsom,-121.1367573,38.65748759,Gold Hill
-13535383.11,4612189.38,1096,PG&E,,CEC,SUBSTATION,307509,Grand Island,115,95690,CA,Sacramento County,Unincorporated,-121.5904152,38.23156044,Grand Island
-13522415.42,4611336.893,1097,Other,,CEC,SUBSTATION,308745,New Hope,60,95690,CA,San Joaquin County,Unincorporated,-121.4739245,38.22554469,
-13519240.34,4655885.559,1098,SMUD,,CEC,SUBSTATION,305633,14th & 52nd,60,95820,CA,Sacramento County,Sacramento,-121.4454023,38.53924448,
-13523069.14,4649033.263,1099,SMUD,,CEC,SUBSTATION,306437,24th & Gardendale,60,95822,CA,Sacramento County,Sacramento,-121.479797,38.49108101,
-13512761.07,4675690.163,1100,SMUD,,CEC,SUBSTATION,307694,34th & E,60,95660,CA,Sacramento County,Unincorporated,-121.387198,38.67826602,
-13527063.42,4652736.673,1101,SMUD,,CEC,SUBSTATION,306587,43Rd & S. Land,60,95822,CA,Sacramento County,Sacramento,-121.5156782,38.51711557,
-13511961.69,4653207.792,1102,SMUD,,CEC,SUBSTATION,309583,88th-Fruitridge,60,95828,CA,Sacramento County,Sacramento,-121.380017,38.5204268,
-13511744.78,4652858.708,1103,SMUD,,CEC,SUBSTATION,309366,Airco,60,95828,CA,Sacramento County,Sacramento,-121.3780685,38.5179733,
-13496268.67,4677866.872,1104,SMUD,,CEC,SUBSTATION,304826,Almond-Elm,60,95662,CA,Sacramento County,Unincorporated,-121.2390442,38.69352934,
-13515284.85,4655572.602,1105,SMUD,,CEC,SUBSTATION,309533,Amador-Power Inn,115,95826,CA,Sacramento County,Sacramento,-121.4098695,38.53704547,
-13490418.36,4662103.174,1106,SMUD,,CEC,SUBSTATION,309353,American River-Aggregate,60,95742,CA,Sacramento County,Unincorporated,-121.18649,38.58291901,
-13519426.44,4668072.427,1107,SMUD,,CEC,SUBSTATION,305024,Arcade-Rio Linda,60,95815,CA,Sacramento County,Sacramento,-121.447074,38.624824,
-13517973.72,4664867.072,1108,SMUD,,CEC,SUBSTATION,308297,Arden-Point West,60,95815,CA,Sacramento County,Sacramento,-121.434024,38.60232501,
-13510312.16,4663744.53,1109,SMUD,,CEC,SUBSTATION,304213,Arden-Watt,60,95864,CA,Sacramento County,Unincorporated,-121.365199,38.594444,
-13514012.97,4651761.583,1110,SMUD,,CEC,SUBSTATION,310503,Army Depot,60,95828,CA,Sacramento County,Sacramento,-121.398444,38.5102617,
-13510187.92,4661323.244,1111,SMUD,,CEC,SUBSTATION,310260,Ashton-American River Dr.,60,95864,CA,Sacramento County,Unincorporated,-121.364083,38.57744199,
-13503956.03,4677102.81,1112,SMUD,,CEC,SUBSTATION,300221,Auburn Van Muren,60,95621,CA,Sacramento County,Citrus Heights,-121.308101,38.68817202,
-13507662.3,4663331.394,1113,SMUD,,CEC,SUBSTATION,307487,Battlewood-Thistlewood,60,95608,CA,Sacramento County,Unincorporated,-121.341395,38.59154329,
-13495419.04,4675903.051,1114,SMUD,,CEC,SUBSTATION,308400,Beech-Greenback,60,95662,CA,Sacramento County,Unincorporated,-121.2314119,38.67975895,
-13515326.41,4664726.547,1115,SMUD,,CEC,SUBSTATION,309919,Bell Cottage,,95825,CA,Sacramento County,Unincorporated,-121.4102429,38.60133847,
-13515400.88,4671231.321,1116,SMUD,,CEC,SUBSTATION,301503,Bell-Winters,60,95838,CA,Sacramento County,Sacramento,-121.4109118,38.64698997,
-13518196.49,4641113.626,1117,SMUD,,CEC,SUBSTATION,307005,Big Horn-Meadowspring,60,95758,CA,Sacramento County,Elk Grove,-121.4360252,38.43537527,
-13512284.73,4682142.783,1118,SMUD,,CEC,SUBSTATION,303078,Black Eagle-Chrystal Brook,60,95843,CA,Sacramento County,Unincorporated,-121.382919,38.723503,
-13486372.32,4674844.629,1119,SMUD,,CEC,SUBSTATION,301089,Blue Ravine-School,60,95630,CA,Sacramento County,Folsom,-121.1501439,38.67233617,
-13510838.62,4639326.498,1120,SMUD,,CEC,SUBSTATION,307301,Bond-Elk Grove Florin,60,95624,CA,Sacramento County,Elk Grove,-121.3699284,38.42279888,
-13512626.86,4665219.818,1121,SMUD,,CEC,SUBSTATION,300101,Butano-Cottage,,95825,CA,Sacramento County,Unincorporated,-121.3859924,38.60480134,
-13516843.04,4658017.23,1123,SMUD,,CEC,SUBSTATION,301662,Campus Commons,60,95819,CA,Sacramento County,Sacramento,-121.423867,38.55422102,
-13522630.1,4670499.87,1124,SMUD,,CEC,SUBSTATION,300848,Cargo-Northgate,60,95834,CA,Sacramento County,Sacramento,-121.475853,38.64185799,
-13506292.61,4670754.517,1125,SMUD,,CEC,SUBSTATION,302331,Carmichael,230,95608,CA,Sacramento County,Unincorporated,-121.3290908,38.64364468,
-13520855.13,4642938.99,1126,SMUD,,CEC,SUBSTATION,303638,Sacramento Regional WWTP,60,95758,CA,Sacramento County,Unincorporated,-121.4599082,38.44821846,
-13499334.38,4667077.332,1127,SMUD,,CEC,SUBSTATION,300635,Citrus-Coloma,60,95670,CA,Sacramento County,Rancho Cordova,-121.266584,38.61783999,
-13488467.08,4626897.051,1128,SMUD,,CEC,SUBSTATION,307563,Clay Station-Twin Cities,60,95638,CA,Sacramento County,Unincorporated,-121.1689614,38.33526975,
-13496645.7,4629582.82,1129,SMUD,,CEC,SUBSTATION,302134,Colony-Woods,60,95693,CA,Sacramento County,Unincorporated,-121.2424311,38.35419211,
-13501481.15,4665073.412,1130,SMUD,,CEC,SUBSTATION,300079,Cordova-Folsom,,95670,CA,Sacramento County,Rancho Cordova,-121.2858688,38.60377356,
-13503788.72,4665241.565,1131,SMUD,,CEC,SUBSTATION,300132,Cordova-Park,,95670,CA,Sacramento County,Rancho Cordova,-121.306598,38.604954,
-13512015.57,4666845.385,1132,SMUD,,CEC,SUBSTATION,306113,Country Club 2,,95821,CA,Sacramento County,Unincorporated,-121.380501,38.61621199,
-13511782.68,4665780.467,1133,SMUD,,CEC,SUBSTATION,306189,Country Club 3,,95864,CA,Sacramento County,Unincorporated,-121.378409,38.60873702,
-13514079.31,4655277.806,1134,SMUD,,CEC,SUBSTATION,301520,Crystal Creamery,,95826,CA,Sacramento County,Sacramento,-121.39904,38.534974,
