OBJECTID,Name,kV,kV_Sort,Owner,Status,Circuit,Type,Legend,Length_Mile,Length_Feet,TLine_Name,Engineering_ID,Engineering_Name,Structure_Type,Structure_Material,Source,Comments,Creator,Creator_Date,Last_Editor,Last_Editor_Date,GlobalID,SHAPE_Length
1649,PG&E 115kV,115,115,PG&E,Operational,Double,OH,PG&E_115kV,9,45466.12134842, , , , , ,Digital Globe, ,DWHITEHORN,2009/02/27 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{5A4B8415-F85F-4A6B-B242-FFB4108327A6},17922.5720965571
1650,PG&E 115kV,115,115,PG&E,Operational,Double,OH,PG&E_115kV,9,46901.40410872, , , , , ,Digital Globe, ,DWHITEHORN,2009/02/27 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{8A73B1C1-E856-47DD-B3AF-75962DFA778B},18488.9523536191
1651,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,19,99032.08223557, , , , , ,Digital Globe, ,"TROSE; FTHONG; MTUCK; DWHITEHORN",2008/12/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{646050CE-CF86-4084-8CD8-CDC860671A3F},38555.7364829651
1652,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,0,2508.6355224, , , , , ,Digital Globe, ,"TROSE; FTHONG; MTUCK; DWHITEHORN",2008/12/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{8762DD99-7A17-4C6A-842C-AEF350121E75},974.754690617887
1653,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,0,2507.35358913, , , , , ,Digital Globe, ,"TROSE; FTHONG; MTUCK; DWHITEHORN",2008/12/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{4C5AE10D-5758-4D2D-97D4-C21E9DA93928},974.257845829852
1654,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,4,23708.76819216, , , , , ,Digital Globe, ,"TROSE; FTHONG; MTUCK; DWHITEHORN",2008/12/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{50FC3776-1C66-4677-89D5-F871E26E5FC1},9207.84850425106
1655,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,1,2815.59537182, , , , , ,Digital Globe, ,"TROSE; FTHONG; MTUCK; DWHITEHORN",2008/12/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{AC33DB10-6A89-42F2-9AD9-05C36A9CD16C},1092.96939488807
1656,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,1,2814.5077999, , , , , ,Digital Globe, ,"TROSE; FTHONG; MTUCK; DWHITEHORN",2008/12/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{DDF42A68-68FA-4066-8D43-301546B39841},1092.54832654096
1657,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,34,178898.4717027, , , , , ,Digital Globe, ,"TROSE; FTHONG; MTUCK; DWHITEHORN",2008/12/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{49F1AA8D-551B-46BA-9CDC-527D82914C3C},69215.3794179712
1658,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,2,10801.28525395, , , , , ,Digital Globe, ,"TROSE; FTHONG; MTUCK; DWHITEHORN",2008/12/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{BC933821-1ED5-4804-93CD-01688C4E5B46},4179.124168084
1659,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,0,536.97471084, , , , , ,Digital Globe, ,"TROSE; FTHONG; MTUCK; DWHITEHORN",2008/12/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{22A5C9E9-AB88-45F9-9105-0B4B4AB586AA},207.74166163538
1660,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,0,243.79401595, , , , , ,Digital Globe, ,"TROSE; FTHONG; MTUCK; DWHITEHORN",2008/12/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{56490B1A-1F39-4166-8101-A6C7E0A71FB4},94.4490356757285
1661,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,0,143.57104561, , , , , ,Digital Globe, ,"TROSE; FTHONG; MTUCK; DWHITEHORN",2008/12/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{FFC7E8BD-C585-4292-BF88-386D49AAD1B9},55.6370233894348
1662,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,0,323.94208586, , , , , ,Digital Globe, ,"TROSE; FTHONG; MTUCK; DWHITEHORN",2008/12/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{AE86E4F7-F2CF-4367-8537-E813567FB9FF},125.491174684908
1663,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,0,412.30500333, , , , , ,Digital Globe, ,"TROSE; FTHONG; MTUCK; DWHITEHORN",2008/12/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{4514FF9C-3FA9-4A33-AC68-F66DEEDD481A},159.714340358564
1664,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,0,498.75174867, , , , , ,Digital Globe, ,"TROSE; FTHONG; MTUCK; DWHITEHORN",2008/12/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{6459C6B5-3578-4AB0-B860-F71C371A06BA},193.208244634684
1665,PG&E 230kV,230,230,PG&E,Operational,Single,OH,PG&E_230kV,0,895.51340179, , , , , ,Digital Globe, ,"TROSE; FTHONG; MTUCK; DWHITEHORN",2008/12/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{76BA7C2B-F5C1-43EE-A365-ECA553DE1A78},349.881351123563
1666,PG&E 230kV,230,230,PG&E,Operational,Single,OH,PG&E_230kV,0,941.17877467, , , , , ,Digital Globe, ,FTHONG,2009/02/19 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{44664C64-0BC6-4EA1-964F-6B481CEAC272},365.556955995554
1667,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,0,72.29809072, , , , , ,Digital Globe, ,FTHONG,2009/02/19 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{66582F6A-A762-4C6E-9640-9272062532B3},28.0867039261811
1668,PG&E 230kV,230,230,PG&E,Operational,Single,OH,PG&E_230kV,0,973.47522411, , , , , ,Digital Globe, ,FTHONG,2009/02/19 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{0C34E384-E777-441E-A4E5-0D1BFDB12D73},378.098442464173
1669,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,0,57.42203619, , , , , ,Digital Globe, ,FTHONG,2009/02/19 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{CF7F6FCF-8B69-484F-BDDC-097CB76EA552},22.3090518704221
1670,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,0,80.113353, , , , , ,Digital Globe, ,FTHONG,2009/02/19 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{3D63DF2B-B03A-485C-A20C-2CE36C2786CD},31.1322648683386
1671,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,0,60.65431652, , , , , ,Digital Globe, ,FTHONG,2009/02/19 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{9ABE18D6-9B94-4CF2-965D-182AF98EDF71},23.5704099040099
1672,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,10,55143.08445899, , , , , ,Digital Globe, ,FTHONG,2009/02/19 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{739921E7-843E-4458-95F2-9E0946A6A531},21453.2825940214
1673,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,10,55286.83586054, , , , , ,Digital Globe, ,FTHONG,2009/02/19 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{378D1331-2BDF-4DA8-8114-83DBB89BF85C},21509.1768258484
1674,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,2,10062.97090567, , , , , ,Digital Globe, ,FTHONG,2009/02/19 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{7EE0D24D-EE77-42EB-9784-23F8BACADD86},3919.47095105803
1675,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,14,71436.768253, , , , , ,Digital Globe, ,FTHONG,2009/02/19 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{43117D02-058F-4459-BF01-750A5E5C583F},27830.8561475801
1676,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,0,901.51924537, , , , , ,Digital Globe, ,FTHONG,2009/02/19 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{3F70034D-369F-44FC-8CFE-4CDF6714C72C},351.135179978886
1677,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,0,734.54071158, , , , , ,Digital Globe, ,FTHONG,2009/02/19 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{B5A4DBE8-0BA9-4857-9726-862848DA5BE6},286.092064483631
1678,PG&E 230kV,230,230,PG&E,Operational,Single,OH,PG&E_230kV,1,2714.64719112, , , , , ,Digital Globe, ,FTHONG,2009/02/19 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{EC63688A-B467-46FB-8911-E10EAD5A24BB},1057.54477131929
1679,PG&E 230kV,230,230,PG&E,Operational,Single,OH,PG&E_230kV,0,273.64332751, , , , , ,Digital Globe, ,FTHONG,2009/02/19 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{1772EA19-6158-4D71-86D8-89E4C69DF719},106.303055234572
1680,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,0,426.27380308, , , , , ,Digital Globe, ,FTHONG,2009/02/19 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{5E64078D-77F8-41D0-B3E2-88F972D20E5F},165.573201054652
1681,PG&E 230kV,230,230,PG&E,Operational,Single,OH,PG&E_230kV,0,1303.05479576, , , , , ,Digital Globe, ,DWHITEHORN,2009/03/20 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{2A62F32D-15DA-4D5B-890A-2D37776CAD26},504.777612781066
1682,PG&E 230kV,230,230,PG&E,Operational,Single,OH,PG&E_230kV,0,950.04593012, , , , , ,Digital Globe, ,MTUCK,2008/12/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{E4605E94-4B00-4ADF-B598-85CEDF6878CC},366.468685307993
1683,PG&E 230kV,230,230,PG&E,Operational,Single,OH,PG&E_230kV,0,807.90843181, , , , , ,Digital Globe, ,MTUCK,2008/12/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{2AD5DB6C-A03E-430B-A303-FFB75E15B65C},311.646413974245
1684,PG&E 230kV,230,230,PG&E,Operational,Single,OH,PG&E_230kV,0,614.70352374, , , , , ,Digital Globe, ,MTUCK,2008/12/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{ECAA7BFF-FE47-4621-83CC-112CC86AC2BD},237.112801795985
1685,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,7,35506.54600281, , , , , ,Digital Globe, ,MTUCK,2008/12/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{10C9B0EB-1976-4D90-8760-EFC44B5BF0D0},13747.8547916256
1686,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,0,1425.88709375, , , , , ,Digital Globe, ,MTUCK,2008/12/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{6AE8B761-DF87-4923-886C-5EF8551047FB},551.561741227545
1687,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,0,1426.92296029, , , , , ,Digital Globe, ,MTUCK,2008/12/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{01B4DEAF-A1E4-420A-BD5B-7C4989FE0393},551.96228196224
1688,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,5,25231.60158477, , , , , ,Digital Globe, ,MTUCK,2008/12/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{45FEB92D-0F29-45DA-A842-DA25250520F7},9756.43999811117
1689,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,0,2107.43744225, , , , , ,Digital Globe, ,MTUCK,2008/12/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{E51E7F73-EF7A-441E-811B-B4B759556466},814.619539960074
1690,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,0,2107.47112782, , , , , ,Digital Globe, ,MTUCK,2008/12/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{B57E85CE-CDFF-422D-A02E-470D1F78B7A8},814.631896884847
1691,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,3,14676.57156499, , , , , ,Digital Globe, ,MTUCK,2008/12/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{A40FAC02-3691-4BAD-8CB3-3E7D6A4F07C5},5672.35731160424
1692,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,0,1654.40222351, , , , , ,Digital Globe, ,MTUCK,2008/12/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{C5C3DEF3-1B44-4701-A2A2-FB78B19A9586},639.350444912043
1693,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,0,1649.53070958, , , , , ,Digital Globe, ,MTUCK,2008/12/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{5ABF1351-CF16-4C1B-8437-E698B47F6F2A},637.464817062861
1694,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,7,35834.64745573, , , , , ,Digital Globe, ,MTUCK,2008/12/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{223BA5B7-8CBA-46E2-BAC5-2C6D9CBC87DF},13847.6542681981
1695,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,0,2047.96744077, , , , , ,Digital Globe, ,MTUCK,2008/12/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,{CF6C71DE-9E66-4F36-A44A-89DEE95F2F53},791.042165171959
1696,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,0,2049.35194148, , , , , ,Digital Globe, ,MTUCK,2008/12/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:50+00,{A319A9CF-5019-4A1F-8CF8-7A1371C809E0},791.576097049592
1697,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,9,46190.24208471, , , , , ,Digital Globe, ,MTUCK,2008/12/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:50+00,{13397F4D-A78A-4E4D-A9FC-88D036311E01},17827.7606534307
1698,PG&E 230kV,230,230,PG&E,Operational,Single,OH,PG&E_230kV,0,912.94870338, , , , , ,"ESRI; Google Earth; BING", ,DWHITEHORN,2009/10/01 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:50+00,{4C38DDC3-3781-491D-A8E3-252697FCE633},352.12418159738
1699,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,0,1080.12400343, , , , , ,"ESRI; Google Earth; BING", ,DWHITEHORN,2009/10/01 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:50+00,{71E5862A-E5B1-485C-9E26-030F5418FD9C},416.560788788689
1700,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,3,16263.36645659, , , , , ,"ESRI; Google Earth; BING", ,DWHITEHORN,2009/10/01 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:50+00,{77F003AD-0333-42AD-9549-1CF5244CA14D},6277.40672650604
1701,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,8,42072.03183151, , , , , ,Digital Globe, ,"DWHITEHORN; MSNYDER",2009/03/20 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:50+00,{732F5F5D-2A69-4F97-B499-CDD71FAAF494},16181.9321952208
1702,PG&E 230kV,230,230,PG&E,Operational,Single,OH,PG&E_230kV,0,1807.03889218, , , , , ,Digital Globe, ,"DWHITEHORN; MSNYDER",2009/03/20 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:50+00,{7A4CE59C-FBA5-4768-977A-A8790DBC164A},695.269536938192
1703,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,12,62581.29616544, , , , , ,Digital Globe, ,"DWHITEHORN; MSNYDER",2009/03/20 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:50+00,{241EC632-5C38-4BE5-8770-C27A5EB2D754},24101.476851297
1704,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,6,29091.25693356, , , , , ,Digital Globe, ,"DWHITEHORN; MSNYDER",2009/03/20 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:50+00,{5B697D12-C83D-41E2-979F-AAA8F9123590},11207.8833065538
1705,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,0,1759.95626916, , , , , ,Digital Globe, ,"DWHITEHORN; MSNYDER",2009/03/20 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:50+00,{96AEB730-7DB3-4300-A4C5-E1EC563FFED8},678.500017966593
1706,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,1,4988.1586064, , , , , ,Digital Globe, ,"DWHITEHORN; MSNYDER",2009/03/20 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:50+00,{65A04527-5524-4575-A9C9-30B553315223},1923.83537690532
1707,PG&E 230kV,230,230,PG&E,Operational,Single,OH,PG&E_230kV,0,659.04908097, , , , , ,Digital Globe, ,"DWHITEHORN; MSNYDER",2009/03/20 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:50+00,{6A9221A4-3AA0-4F20-AC10-51FA0C2842C1},254.096426592132
1708,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,0,322.35927154, , , , , ,Digital Globe, ,"DWHITEHORN; MSNYDER",2009/03/20 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:50+00,{59913B1A-4E07-4245-B6DC-2C25AF005A5A},124.23415474822
1709,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,0,306.4604467, , , , , ,Digital Globe, ,"DWHITEHORN; MSNYDER",2009/03/20 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:50+00,{98A28001-C971-4600-BA49-EEA59E938C45},118.144477911829
1710,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,0,72.56565626, , , , , ,Digital Globe, ,"DWHITEHORN; MSNYDER",2009/03/20 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:50+00,{60E90744-CBB0-4ECD-9E18-77E563947EFF},27.983142091222
1711,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,0,479.61461653, , , , , ,Digital Globe, ,"DWHITEHORN; MSNYDER",2009/03/20 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:50+00,{43A68528-FAEA-44A7-90AA-65101A95DF6A},184.813783570045
1712,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,0,50.20854277, , , , , ,Digital Globe, ,"DWHITEHORN; MSNYDER",2009/03/20 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:50+00,{715CD43F-4A42-434C-A0B1-55355403786A},19.366170153728
1713,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,0,68.19304148, , , , , ,Digital Globe, ,"DWHITEHORN; MSNYDER",2009/03/20 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:50+00,{E34787A5-A0FE-4C02-B6DF-56F76B7172E1},26.2954134032526
1714,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,0,50.49591102, , , , , ,Digital Globe, ,"DWHITEHORN; MSNYDER",2009/03/20 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:50+00,{3EAEF1E7-48A0-4C0E-A45E-04B9F8800D17},19.4768741705054
1715,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,1,4950.63843735, , , , , ,Digital Globe, ,"DWHITEHORN; MSNYDER",2009/03/20 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:50+00,{F7F436A3-D677-47CA-B390-09ECB787152C},1907.65956224202
1716,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,14,73305.37694486, , , , , ,Digital Globe, ,"DWHITEHORN; MSNYDER",2009/03/20 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:50+00,{EE8210D7-BEAF-49F2-BAA6-80EF4500A477},28301.7057751519
1717,PG&E 230kV,230,230,PG&E,Operational,Single,OH,PG&E_230kV,0,547.57503775, , , , , ,Digital Globe, ,"DWHITEHORN; MSNYDER",2009/03/20 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:50+00,{2034F850-7795-4436-B0EB-45443656A352},211.161298583717
1718,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,7,38185.58968729, , , , , ,Digital Globe, ,"DWHITEHORN; MSNYDER",2009/03/20 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:50+00,{6035C394-C9B4-43E6-8151-601590E435B1},14723.0354314243
1719,PG&E 230kV,230,230,PG&E,Operational,Single,OH,PG&E_230kV,0,828.56514654, , , , , ,Digital Globe, ,"DWHITEHORN; MSNYDER",2009/03/20 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:50+00,{1B124A7C-BCC4-4DA9-A72D-D686E11FCB8F},319.677715758785
1720,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,24,127011.21245377, , , , , ,Digital Globe, ,"DWHITEHORN; MSNYDER",2009/03/20 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:50+00,{D2636AF0-81B2-4A94-9CF1-E9BE94A35035},49109.8493167538
1721,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,0,1027.33046461, , , , , ,Digital Globe, ,"DWHITEHORN; MSNYDER",2009/03/20 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:50+00,{E975C96B-A25B-44B7-8FC9-18F9DD8CD1AA},396.211006954609
1722,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,0,1026.83706433, , , , , ,Digital Globe, ,"DWHITEHORN; MSNYDER",2009/03/20 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:50+00,{63870FA2-BEDC-4FE2-A2A6-C2401BB6521D},396.020841034973
1723,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,8,40044.73240673, , , , , ,Digital Globe, ,"DWHITEHORN; MSNYDER",2009/03/20 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:50+00,{23FA6C18-805F-4C73-96EF-094E971B7D3B},15439.7393869473
1724,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,16,83571.5316985, , , , , ,Digital Globe, ,"DWHITEHORN; MSNYDER",2009/03/20 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:50+00,{EAE3DD58-C280-4A38-B838-E112DB2FEC3E},32301.7317270015
1725,PG&E 230kV,230,230,PG&E,Operational,Single,OH,PG&E_230kV,0,2158.30456123, , , , , ,Digital Globe, ,"DWHITEHORN; MSNYDER",2009/03/20 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:50+00,{E17CAEB5-AB7A-4B2E-9D6F-0FD63B20D58D},832.585582911891
1726,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,5,28491.64508962, , , , , ,Digital Globe,Multiple lines on towers,DWHITEHORN,2009/03/20 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:50+00,{D8B4751F-762A-436C-96EE-5509ECC25B57},10948.3523366157
1727,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,14,75503.92128141, , , , , ,Digital Globe,Multiple lines on towers,DWHITEHORN,2009/03/20 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:50+00,{E5F76743-9E66-4BB5-8662-C13E49BB6EF2},28964.3586227829
1728,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,0,135.70706324, , , , , ,Digital Globe,Multiple lines on towers,DWHITEHORN,2009/03/20 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:50+00,{5173751D-A407-40AC-8E95-8DE6F0EE348F},52.1281556118415
1729,PG&E 230kV,230,230,PG&E,Operational,Single,OH,PG&E_230kV,5,27467.36071403, , , , , ,Digital Globe,Multiple lines on towers,DWHITEHORN,2009/03/20 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:50+00,{0A81224C-54E2-4B49-AA01-3DEFC12B1BD0},10545.1930936243
1730,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,0,981.70762649, , , , , ,Digital Globe,Multiple lines on towers,DWHITEHORN,2009/03/20 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:50+00,{9394D79C-6D51-469B-BA31-789980440B98},376.954222194905
1731,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,0,1070.19948046, , , , , ,Digital Globe,Multiple lines on towers,DWHITEHORN,2009/03/20 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:50+00,{B49EDEF0-7653-4BEA-9250-2946AA7E83CA},410.940143502434
1732,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,0,1066.92035288, , , , , ,Digital Globe,Multiple lines on towers,DWHITEHORN,2009/03/20 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:50+00,{E19547A8-4A2B-4A04-9584-B9687FE96698},409.688329784356
1733,PG&E 115kV,115,115,PG&E,Operational,Double,OH,PG&E_115kV,19,98114.98267657, , , , , ,Digital Globe, ,DWHITEHORN,2009/04/04 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:50+00,{0FE24C91-A6DE-4B69-8051-354E820C988E},38157.9711437323
1734,PG&E 115kV,115,115,PG&E,Operational,Double,OH,PG&E_115kV,0,312.83628265, , , , , ,Digital Globe, ,DWHITEHORN,2009/04/04 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:50+00,{A8A8294E-2D35-488A-A10E-09B1F7D6D773},121.447981685256
1735,PG&E 115kV,115,115,PG&E,Operational,Double,OH,PG&E_115kV,12,61189.00081113, , , , , ,Digital Globe, ,DWHITEHORN,2009/04/04 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:50+00,{7E9DC265-9182-4386-A592-F7C099C6BEFC},23741.4684550209
