OBJECTID,Name,kV,kV_Sort,Owner,Status,Circuit,Type,Legend,Length_Mile,Length_Feet,TLine_Name,Engineering_ID,Engineering_Name,Structure_Type,Structure_Material,Source,Comments,Creator,Creator_Date,Last_Editor,Last_Editor_Date,GlobalID,SHAPE_Length
1,AMP 115kV,115,115,AMP,Operational,Single,OH,Other_110_161kV,2,10879.98077483, , , , , ,AMP, ,FTHONG,2012/08/31 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:11+00,{EE79BAA8-EC31-4EA3-89A1-AA93DDD2E1FE},4198.10967827796
2,AMP 115kV,115,115,AMP,Operational,Single,OH,Other_110_161kV,3,16505.41123852, , , , , ,AMP, ,FTHONG,2012/08/31 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:11+00,{27657F83-1FA1-433E-90E4-7D8273D24740},6368.07688008903
3,AMP 115kV,115,115,AMP,Operational,Single,OH,Other_110_161kV,1,3807.24014248, , , , , ,AMP, ,FTHONG,2012/08/31 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:11+00,{1A61BBCC-4D0D-4BD1-A9BF-65DBCE40E875},1470.17005173638
4,AMP 115kV,115,115,AMP,Operational,Single,OH,Other_110_161kV,1,6135.61557739,,,,,,AMP,Partially underwater,FTHONG,2012/08/31 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:09+00,{16F5AE4F-5112-4C67-8D8D-B3CB0483231F},2368.33813838069
5,ANZA 34kV,34,34,ANZA,Operational,Single,OH,Other_33_92kV,24,127189.40561552,,,,,,City of Anza,,FTHONG,2012/08/24 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:06+00,{B2B57C70-B09E-46E5-A7BF-7EC354D4436F},46585.77821384
6,APUD 69kV,69,69,APUD,Operational,Single,OH,Other_33_92kV,2,9248.84138798, , , , , ,APUD, ,FTHONG,2012/08/08 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:35+00,{B7A66106-DEDA-432C-8DFD-62F8C994A37E},3402.35560895612
7,APUD 69kV,69,69,APUD,Operational,Single,UG,Other_33_92kV,2,11733.56623931, , , , , ,APUD,,FTHONG,2012/08/14 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:35+00,{47DB1B29-5476-417C-B01A-EEEC01831B7E},4305.12061443687
8,APUD 69kV,69,69,APUD,Operational,Single,OH,Other_33_92kV,0,636.64196228, , , , , ,APUD, ,FTHONG,2012/08/16 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:35+00,{13A6BF1D-B344-436A-9404-A70859ECFF09},234.144609780399
9,APUD 69kV,69,69,APUD,Operational,Double,OH,Other_33_92kV,3,13212.03647399, , , , , ,APUD, ,FTHONG,2012/08/16 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:35+00,{AA12DFB7-D557-4C4F-9C64-6647364FE38C},4863.60699463427
10,APUD 69kV,69,69,APUD,Operational,Single,OH,Other_33_92kV,1,5195.39335633, , , , , ,APUD, ,FTHONG,2012/08/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:38+00,{83262BE5-96D9-4BBD-837F-C040FBF91D6F},1912.38386608989
11,APUD 69kV,69,69,APUD,Operational,Single,OH,Other_33_92kV,1,4448.30375512, , , , , ,APUD, ,FTHONG,2012/08/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:38+00,{5F23C841-0487-4034-9014-A5A9C68F14F7},1637.52215158184
12,APUD 69kV,69,69,APUD,Operational,Single,UG,Other_33_92kV,1,4672.06769838, , , , , ,APUD, ,FTHONG,2012/08/16 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:38+00,{D6EB1E54-27FB-4ABC-8AD6-2776000A0860},1716.41076746814
13,APUD 69kV,69,69,APUD,Operational,Single,OH,Other_33_92kV,2,11864.3851525, , , , , ,APUD, ,FTHONG,2012/08/16 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:38+00,{47C3391D-FBAC-4F4F-9779-5EB5E1B90403},4357.72496231144
14,APUD 69kV,69,69,APUD,Operational,Single,OH,Other_33_92kV,0,2153.1675585, , , , , ,APUD, ,FTHONG,2012/08/16 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:38+00,{12BA434A-48F2-420E-9D76-4180BD27BC60},792.330131539313
15,APUD 69kV,69,69,APUD,Operational,Double,OH,Other_33_92kV,1,7586.0947532, , , , , ,APUD, ,FTHONG,2012/08/16 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:39+00,{C386D5C2-9F77-413D-AD25-ACA4AF535BC5},2781.82027458429
16,APUD 69kV,69,69,APUD,Operational,Single,OH,Other_33_92kV,2,9321.95936716, , , , , ,APUD,,FTHONG,2012/08/08 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{0D33A2DB-E4E4-4EC2-B040-FC51F368D172},3415.80247828761
17,APUD 69kV,69,69,APUD,Operational,Single,UG,Other_33_92kV,0,1903.7039867, , , , , ,APUD,,FTHONG,2012/08/08 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{6BF4143D-C3BF-41A4-A2E7-012430D765A7},698.015469382587
18,APUD 69kV,69,69,APUD,Operational,Single,OH,Other_33_92kV,1,5572.13730509, , , , , ,APUD,,FTHONG,2012/08/08 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{EEBDFF06-5C68-4B47-BE46-3FBAA49352FF},2048.2159722447
19,APUD 69kV,69,69,APUD,Operational,Single,OH,Other_33_92kV,0,1065.07962193, , , , , ,APUD,,FTHONG,2012/08/08 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{A816542A-674C-4170-BCF4-59955D0FE2FD},390.273125172998
20,APUD 69kV,69,69,APUD,Operational,Single,UG,Other_33_92kV,2,8059.98812038,,,,,,APUD,,FTHONG,2012/08/15 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{F23392A7-32DD-44E4-AC27-C0C0BACEC53B},2966.4999329942
21,APUD 69kV,69,69,APUD,Operational,Double,OH,Other_33_92kV,3,17482.19329398,,,,,,APUD,,FTHONG,2012/08/15 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{E1A93090-5EB0-475F-A1E6-5C23086793A2},6415.01746529334
22,APUD 69kV,69,69,APUD,Operational,Double,UG,Other_33_92kV,0,1626.83346215,,,,,,APUD,,FTHONG,2012/08/15 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{B3199E67-00B3-4557-A83E-2A22EB5AAA91},598.915093826922
23,APUD 69kV,69,69,APUD,Operational,Double,OH,Other_33_92kV,0,1599.02203003,,,,,,APUD,,FTHONG,2012/08/15 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{F18A48FC-2639-4C44-A748-1D9B1BCB1A62},587.180109455551
24,APUD 69kV,69,69,APUD,Operational,Single,OH,Other_33_92kV,1,4370.71398305, , , , , ,APUD, ,FTHONG,2012/08/16 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{7F9A2D96-B9D8-4083-A4A1-436527D36287},1604.93171817406
25,APUD 69kV,69,69,APUD,Operational,Double,UG,Other_33_92kV,3,15609.11106404,,,,,,APUD,,FTHONG,2012/08/16 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{F6EC146A-60B3-4B90-9915-A57F37033C7A},5727.27971307582
26,APUD 69kV,69,69,APUD,Operational,Double,OH,Other_33_92kV,1,2923.98292167,,,,,,APUD,,FTHONG,2012/08/16 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{179B5A1A-EA3B-44FB-A819-9E2EADEB17D6},1071.92291209127
27,APUD 69kV,69,69,APUD,Operational,Double,UG,Other_33_92kV,2,10480.90925008,,,,,,APUD,,FTHONG,2012/08/16 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{2540A4E5-EC47-4185-BABD-39DC441EE18A},3852.43563104792
28,APUD 69kV,69,69,APUD,Operational,Single,UG,Other_33_92kV,1,4499.67353285,,,,,,APUD,,FTHONG,2012/08/16 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{D41CF799-BDE9-4F64-A930-79BA66B53D6A},1652.89718318338
29,APUD 69kV,69,69,APUD,Operational,Single,UG,Other_33_92kV,1,6024.08719803,,,,,,APUD,,FTHONG,2012/08/16 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{14468318-4AA6-4822-96C0-56493D5B22F1},2215.81616872372
30,APUD 69kV,69,69,APUD,Operational,Single,OH,Other_33_92kV,0,1485.08800694, , , , , ,APUD, ,FTHONG,2012/08/16 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{52D52062-9B13-40E5-95E2-6B9D6AF1C0C0},546.060837580549
31,APUD 69kV,69,69,APUD,Operational,Single,OH,Other_33_92kV,1,4117.87551692, , , , , ,APUD,,FTHONG,2012/08/08 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{D1DE93A0-2A67-4AE4-AB7A-4BA901785CAE},1513.08657040483
32,APUD 69kV,69,69,APUD,Operational,Double,OH,Other_33_92kV,1,2642.91325702, , , , , ,APUD, ,FTHONG,2012/08/16 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{563A6FD9-0A72-4F68-B857-EEBCF7ABEEBB},972.930974611245
33,APUD 69kV,69,69,APUD,Operational,Single,UG,Other_33_92kV,0,221.32023538, , , , , ,APUD, ,FTHONG,2012/08/16 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{3C96CD5E-E7CD-45DD-A4D9-D34735FECC22},81.4664301574199
34,APUD 69kV,69,69,APUD,Operational,Double,OH,Other_33_92kV,0,906.99195995,,,,,,APUD,,FTHONG,2012/08/16 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{7C0027F6-CCF3-46E6-86D8-FDE3D744A063},333.96649128367
35,APUD 69kV,69,69,APUD,Operational,Single,OH,Other_33_92kV,0,1582.51140766, , , , , ,APUD, ,FTHONG,2012/08/16 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{1BBDD63B-039D-4E6F-9665-23F19D9C33C7},580.580999609892
36,APUD 69kV,69,69,APUD,Operational,Single,OH,Other_33_92kV,0,1594.88829723, , , , , ,APUD,,FTHONG,2012/08/16 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{1A80B176-EB1C-41B8-9A95-185921B19D93},584.950620649563
37,APUD 69kV,69,69,APUD,Operational,Double,OH,Other_33_92kV,1,4716.56937894, , , , , ,APUD,,FTHONG,2012/08/16 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{F5A2FAC8-D0E3-491E-BEE4-5F3DA532D432},1729.75957020198
38,APUD 69kV,69,69,APUD,Operational,Single,OH,Other_33_92kV,1,2774.61504786, , , , , ,APUD, ,FTHONG,2012/08/16 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{D3689890-1826-45C9-870F-139666BBBD64},1021.64283300096
39,APUD 69kV,69,69,APUD,Operational,Double,UG,Other_33_92kV,0,798.1223832, , , , , ,APUD,,FTHONG,2012/08/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{F125A246-177A-4BCC-A67E-D7DBFAF1A7DA},292.878299241025
40,APUD 69kV,69,69,APUD,Operational,Double,OH,Other_33_92kV,0,1385.26995177, , , , , ,APUD,,FTHONG,2012/08/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{5026F2DE-616E-4FAA-912C-29ED9B60B2AE},508.024370127836
41,APUD 69kV,69,69,APUD,Operational,Double,UG,Other_33_92kV,0,805.77405514, , , , , ,APUD,,FTHONG,2012/08/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{0016F966-C71D-4FC8-8087-388908221989},296.299388434472
42,APUD 69kV,69,69,APUD,Operational,Double,OH,Other_33_92kV,1,3396.51477823, , , , , ,APUD,,FTHONG,2012/08/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{A58A2CDF-B13D-423E-A638-C275784ED311},1247.62317620742
43,APUD 69kV,69,69,APUD,Operational,Double,UG,Other_33_92kV,2,10967.63365792, , , , , ,APUD,,FTHONG,2012/08/21 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{44C34C9C-AD88-40E4-BF58-DDB22B0DB83A},4031.20626286823
44,APUD 69kV,69,69,APUD,Operational,Double,UG,Other_33_92kV,0,1020.91168438,,,,,,APUD,,FTHONG,2012/08/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{ACBD8D53-9A7E-4D7D-A020-45D74AA339F3},374.362573505894
45,APUD 69kV,69,69,APUD,Operational,Double,UG,Other_33_92kV,0,1069.51080468,,,,,,APUD,,FTHONG,2012/08/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{27BF9CF5-1326-4A0B-85C4-8E6DF4FB7908},392.237162326413
46,APUD 69kV,69,69,APUD,Operational,Single,UG,Other_33_92kV,0,1526.68591161,,,,,,APUD,,FTHONG,2012/08/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{B810D8F2-751D-4471-9B79-182BB9DD483C},561.640555181201
47,APUD 69kV,69,69,APUD,Operational,Single,UG,Other_33_92kV,0,1881.70185203, , , , , ,APUD, ,FTHONG,2012/08/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{1B79CEF0-90D5-47EC-B7F8-31005DA7DA12},692.249984662582
48,APUD 69kV,69,69,APUD,Operational,Single,UG,Other_33_92kV,0,1462.47676364, , , , , ,APUD, ,FTHONG,2012/08/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{494CFA42-900C-4BFC-B4EE-FAECA46CF21D},537.728796689812
49,APUD 69kV,69,69,APUD,Operational,Single,UG,Other_33_92kV,2,11059.39437706,,,,,,APUD,,FTHONG,2012/08/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{913469E2-7B26-464D-986B-C06995A10E3E},4063.03486963013
50,APUD 69kV,69,69,APUD,Operational,Single,UG,Other_33_92kV,2,10219.45567962,,,,,,APUD,,FTHONG,2012/08/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{9891E7A8-8BC5-446F-8AE2-0195C73FCE8D},3754.20117722975
51,APUD 69kV,69,69,APUD,Operational,Duble,UG,Other_33_92kV,1,2698.22651653,,,,,,APUD,,FTHONG,2012/08/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{358E3F4A-EF63-41CE-8CA2-092B37A098A8},992.278211489792
52,APUD 69kV,69,69,APUD,Operational,Single,UG,Other_33_92kV,4,19761.09388172,,,,,,APUD,,FTHONG,2012/08/24 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{D68861D7-07E5-4AB0-A763-4583CA3BB35C},7247.16892617114
53,APUD 69kV,69,69,APUD,Operational,Single,OH,Other_33_92kV,1,4910.37088645,,,,,,APUD,,FTHONG,2012/08/24 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{0612D088-40F6-4FE6-BEC0-13CF9CEC61EA},1802.64615632793
54,APUD 69kV,69,69,APUD,Operational,Duble,OH,Other_33_92kV,0,789.9013305,,,,,,APUD,,FTHONG,2012/08/24 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{9F5AC077-C268-47A5-A446-72B53C9F842A},290.766876311011
55,APUD 69kV,69,69,APUD,Operational,Single,UG,Other_33_92kV,1,4652.30961775,,,,,,APUD,,FTHONG,2012/08/24 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{89FAFC8E-1F6C-45AE-B9C2-D97242231557},1707.30967892069
56,APUD 69kV,69,69,APUD,Operational,Double,UG,Other_33_92kV,0,1394.7490459,,,,,,APUD,,FTHONG,2012/08/24 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{91ADE7A1-6F18-485B-AFA8-199C68E90285},511.39737345247
57,APUD 69kV,69,69,APUD,Operational,Single,OH,Other_33_92kV,3,13346.81181393,,,,,,APUD,,FTHONG,2012/08/24 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{BFB29602-F865-4D50-A8BD-243846CEC44E},4894.76226472958
58,APUD 69kV,69,69,APUD,Operational,Single,UG,Other_33_92kV,1,7597.86906618,,,,,,APUD,,FTHONG,2012/08/24 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{E96C6D2C-C487-4B71-85E8-08C6242978BD},2786.28134485681
59,APUD 69kV,69,69,APUD,Operational,Single,OH,Other_33_92kV,0,803.52545914,,,,,,APUD,,FTHONG,2012/08/24 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{82D9EDBB-7C3D-4056-A7E9-3A3A342CF529},295.620455042552
60,APUD 69kV,69,69,APUD,Operational,Single,UG,Other_33_92kV,1,6842.0096748,,,,,,APUD,,FTHONG,2012/08/24 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:08+00,{6A98FAA3-5BDB-4586-818E-FD9F0C36FF24},2513.71118837308
61,APUD 69kV,69,69,APUD,Operational,Single,UG,Other_33_92kV,1,6840.07315029,,,,,,APUD,,FTHONG,2012/08/24 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:09+00,{058E14D0-CEC3-4DAA-BDF7-9E02BFFADA00},2512.99852396341
62,APUD 69kV,69,69,APUD,Operational,Single,OH,Other_33_92kV,0,630.5093878,,,,,,APUD,,FTHONG,2012/08/24 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:09+00,{CA6DD49A-B0CA-469D-AFA9-DEA0BB039A4B},231.520315432789
63,APUD 69kV,69,69,APUD,Operational,Single,UG,Other_33_92kV,0,1240.62325377,,,,,,APUD,,FTHONG,2012/08/24 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:09+00,{88792C9F-7FE2-4D53-B8F8-38442866179D},455.782670351907
64,APUD 69kV,69,69,APUD,Operational,Double,OH,Other_33_92kV,2,9679.90082898,,,,,,APUD,,FTHONG,2012/08/24 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:09+00,{A89BE5AA-EE44-431C-B3EC-D1979506C943},3555.55257448575
65,APUD 69kV,69,69,APUD,Operational,Double,UG,Other_33_92kV,3,17141.4138726,,,,,,APUD,,FTHONG,2012/08/24 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:09+00,{D3274A54-D218-4281-8CC5-AF6C05895D1B},6301.73615765468
66,APUD 69kV,69,69,APUD,Operational,Single,UG,Other_33_92kV,2,9299.6314629,,,,,,APUD,,FTHONG,2012/08/24 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:09+00,{94879A7C-3357-4FD6-BC32-D315225610D8},3415.30077382878
67,APUD 69kV,69,69,APUD,Operational,Single,OH,Other_33_92kV,1,4902.29632926,,,,,,APUD,,FTHONG,2012/08/24 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:09+00,{1CB88330-D090-4E40-B485-B3AA34937ACB},1797.40734868978
68,APUD 69kV,69,69,APUD,Operational,Double,UG,Other_33_92kV,0,606.12754651,,,,,,APUD,,FTHONG,2012/08/24 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:09+00,{65DA9087-D980-48EA-8DBA-7D6F49B8D63D},222.543777801454
69,APUD 69kV,69,69,APUD,Operational,Single,UG,Other_33_92kV,2,11975.78637774,,,,,,APUD,,FTHONG,2012/08/24 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:09+00,{69DFF498-655B-4A13-A605-4F0511C2F26B},4391.31592744935
70,BLYENG 220kV,220,220,BLYTHE ENERGY,Operational,Single,OH,Other_200_287kV,50,262841.05196219, , , , , ,Roger Johnson, ,FTHONG,2012/08/21 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:03+00,{BCBEADEE-8862-4E2C-AB4A-AE7A0CE8DB09},96189.4975414571
71,BLYENG 220kV,220,220,BLYTHE ENERGY,Operational,Double,OH,Other_200_287kV,17,88194.49983909, , , , , ,Roger Johnson, ,ACOLE,2012/08/21 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:09+00,{5C858E08-60C7-442F-AD21-7B768C08DCBD},32287.4338912026
72,BPA 230kV,230,230,BPA,Operational,Single,OH,Other_200_287kV,67,356248.50353462,Malin-Warner, ,1,H-Frame,Wood,NAIP, ,AKOZHEVNIKOV,2009/02/09 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:27+00,{E7F4C1EE-B152-4226-8DDE-414C94B6F80E},145384.870219697
73,BVES 34kV,34,34,BVES,Operational,Single,OH,Other_33_92kV,9,47558.64081214,Shay And Baldwin,,,,,BVES,,PRECORD,2013/04/15 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:09+00,{C2764443-9DA5-4547-AC74-07CEBCCF04BE},17560.6389679455
74,BVES 34kV,34,34,BVES,Operational,Single,OH,Other_33_92kV,2,8677.8641122,,,,,,BVES,,FTHONG,2013/04/15 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:09+00,{E2517DF5-4E05-48AA-B099-92ABCE47B100},3204.66284556591
75,BVES 34kV,34,34,BVES,Operational,Single,OH,Other_33_92kV,1,3397.64477054,,,,,,BVES,,PRECORD,2013/04/19 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:09+00,{4B0A62A1-D014-4AA1-A9F5-3B6D0846EE67},1254.92301562139
76,BVES 34kV,34,34,BVES,Operational,Single,OH,Other_33_92kV,4,22641.96159702,,,,,,BVES,,PRECORD,2013/04/19 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:09+00,{A1BDF73B-5293-4185-A1C4-6ADFE00BC63A},8352.653467814
77,BVES 34kV,34,34,BVES,Operational,Single,OH,Other_33_92kV,0,1666.8870326,,,,,,BVES,,PRECORD,2013/04/19 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:09+00,{50AC52F4-8EC0-40D8-A746-AC8FB41D41C7},616.47732694372
78,BVES 34kV,34,34,BVES,Operational,Single,OH,Other_33_92kV,1,4434.88274355,,,,,,BVES,,PRECORD,2013/04/19 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:09+00,{12AD9D22-75A4-423A-84DC-CD4D28EE41CF},1637.22660403047
79,BVES 34kV,34,34,BVES,Operational,Single,OH,Other_33_92kV,1,6726.07873989,,,,,,BVES,Partially underground,PRECORD,2013/04/19 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:09+00,{9F577511-FCE4-49B1-9702-D9D431C11589},2481.55683571847
80,BVES 34kV,34,34,BVES,Operational,Single,OH,Other_33_92kV,1,5519.89365972,,,,,,BVES,,PRECORD,2013/04/19 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:09+00,{EF1124DE-B9C0-4602-8ECB-FEEB81B32D61},2035.79025168675
81,BVES 34kV,34,34,BVES,Operational,Single,OH,Other_33_92kV,1,4799.72339963,,,,,,BVES,,PRECORD,2013/04/19 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:09+00,{1397EAB2-2D4D-43CB-931B-80AE9CA436E4},1773.92525410942
82,BVES 34kV,34,34,BVES,Operational,Single,OH,Other_33_92kV,1,2956.98034694,,,,,,BVES,,PRECORD,2013/04/19 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:09+00,{6A00B9A0-D41E-4E23-8B95-422F1D221316},1092.35901891583
83,BVES 34kV,34,34,BVES,Operational,Single,OH,Other_33_92kV,1,5622.66264025,,,,,,BVES,,PRECORD,2013/04/19 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:09+00,{F44BA799-1A53-46B2-B45E-4F84D3B4CE8A},2075.33239969432
84,BVES 34kV,34,34,BVES,Operational,Single,OH,Other_33_92kV,1,6986.14779424,,,,,,BVES,,PRECORD,2013/04/19 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:09+00,{8164F255-B39A-4259-8940-CC09197EF4C0},2579.56182272618
85,BVES 34kV,34,34,BVES,Operational,Single,OH,Other_33_92kV,0,175.77425673,,,,,,BVES,,PRECORD,2013/04/19 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:09+00,{8E27642E-EA86-47BB-A557-6E404BCF1733},65.0261574073943
86,BVES 34kV,34,34,BVES,Operational,Single,OH,Other_33_92kV,1,4601.98901427,,,,,,BVES,,PRECORD,2013/04/19 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:09+00,{A595FA83-B577-4C4F-BC99-6111C43E63FA},1695.37482823448
87,BVES 34kV,34,34,BVES,Operational,Single,OH,Other_33_92kV,1,4564.40763641,,,,,,BVES,Partially underground,PRECORD,2013/04/19 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:09+00,{88752BC8-FBD0-4D9B-99AA-F2B11B44849A},1687.43161269606
88,BVES 34kV,34,34,BVES,Operational,Single,OH,Other_33_92kV,3,13844.77733717,,,,,,BVES,,PRECORD,2013/04/19 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:09+00,{53B22FB4-E334-45A4-A858-38AA208827E5},5111.4407354817
89,BVES 34kV,34,34,BVES,Operational,Single,OH,Other_33_92kV,0,1902.47830735,,,,,,BVES,,FTHONG,2013/04/19 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:09+00,{13BFC204-F601-4D76-9519-A6F18BE30309},702.421113610973
90,BVES 33kV,33,33,BVES,Operational,Single,OH,Other_33_92kV,3,18048.23985369,Radford-Harnish,,,,,Google & BING & ESRI & BVES,,FTHONG,2013/04/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:09+00,{E87C0AAC-D9BE-48AE-A042-E5919E42348F},6670.2394402441
91,LIBERTY ENERGY 69kV,69,69,CALPECO,Operational,Liberty Energy,OH,Other_33_92kV,0,146.24026427, , , , , ,Jim Woodward, ,FTHONG,2011/08/08 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:20+00,{F6BF37BD-61C6-48A1-B7F3-75033C24FB53},57.6598231107877
92,LIBERTY ENERGY 69kV,69,69,CALPECO,Operational,Liberty Energy,OH,Other_33_92kV,3,15503.38897059, , , , , ,Google Earth,Unsure path due to low resolution of aerial photo,FTHONG,2011/08/08 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:29:05+00,{10D819B5-59D6-4A25-8B89-197FD085D43E},6117.61086647656
93,CCSF 115kV,115,115,CCSF,Operational,Double,OH,Other_110_161kV,20,105957.95014398, , , , , ,Digital Globe, ,MTUCK,2008/11/07 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:21+00,{3D2D4487-648E-46BA-AFF6-520579272DBC},40908.2124592625
94,CCSF 115kV,115,115,CCSF,Operational,Single,OH,Other_110_161kV,1,3743.46356355, , , , , ,Digital Globe, ,MTUCK,2008/11/24 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:23+00,{F92A0E94-DB83-4B49-A225-D314B53C57F8},1446.16385321865
